model,league_code,n,log_loss,market_log_loss,edge_bits
gbdt,E1,5889,1.0557116831632831,1.0342504830491948,-0.030961966976120938
gbdt,P1,3292,0.9425212247311323,0.9208667658595461,-0.03124078042717148
gbdt,B1,2939,1.0124087556153814,0.9899622261916438,-0.03238349668479443
gbdt,F1,3704,1.0076206967811012,0.9835385565305974,-0.034743184313394355
gbdt,E0,4050,0.9814445553544074,0.9558022221047454,-0.03699406701610959
gbdt,T1,3541,1.0062805221627253,0.9803035456083226,-0.037476855252325775
gbdt,D1,3240,1.0050864711891743,0.9773803704230544,-0.03997145417765109
gbdt,N1,3190,0.967143583524091,0.9369935245809922,-0.043497340519718666
gbdt,I1,4049,0.9807790009685987,0.9489984470857974,-0.045849647483421956
gbdt,SP1,4071,0.9960955440171497,0.9634577772063442,-0.04708634432363956
gbdt,SC0,2357,0.994989586035473,0.9456477242465389,-0.07118525931112399
gbdt_mkt,T1,3541,0.9908592312111524,0.9803035456083226,-0.015228635272385615
gbdt_mkt,D1,3240,0.9885851549750762,0.9773803704230544,-0.016165087107431093
gbdt_mkt,F1,3704,0.9963673708909419,0.9835385565305974,-0.018508066858154048
gbdt_mkt,B1,2939,1.0030556913613091,0.9899622261916438,-0.01888987726832859
gbdt_mkt,E1,5889,1.0500294291610461,1.0342504830491948,-0.022764207306022174
gbdt_mkt,P1,3292,0.937781112570207,0.9208667658595461,-0.024402244119347095
gbdt_mkt,SC0,2357,0.9639143808277768,0.9456477242465389,-0.026353214863373723
gbdt_mkt,SP1,4071,0.9837746225867559,0.9634577772063442,-0.029311012076827767
gbdt_mkt,E0,4050,0.9761464478563014,0.9558022221047454,-0.029350513602495434
gbdt_mkt,N1,3190,0.9617950684617705,0.9369935245809922,-0.03578106436318898
gbdt_mkt,I1,4049,0.9874583078048358,0.9489984470857974,-0.05548585033263694
gbdt_mkt_squadval,D1,3240,0.985458428417451,0.9773803704230544,-0.01165417420852949
gbdt_mkt_squadval,T1,3541,0.9897878518275461,0.9803035456083226,-0.013682961548746216
gbdt_mkt_squadval,F1,3704,0.9935941502287001,0.9835385565305974,-0.014507155161447101
gbdt_mkt_squadval,B1,2939,1.000046948569471,0.9899622261916438,-0.014549178963233263
gbdt_mkt_squadval,E1,5889,1.049440274774104,1.0342504830491948,-0.021914237193662874
gbdt_mkt_squadval,SC0,2357,0.962161595763619,0.9456477242465389,-0.023824480543569063
gbdt_mkt_squadval,E0,4050,0.9765001903876154,0.9558022221047454,-0.029860856198173545
gbdt_mkt_squadval,N1,3190,0.9610833003430171,0.9369935245809922,-0.03475420002800059
gbdt_mkt_squadval,P1,3292,0.9467555498416746,0.9208667658595461,-0.03734962026566252
gbdt_mkt_squadval,SP1,4071,0.991220113856579,0.9634577772063442,-0.04005258540878376
gbdt_mkt_squadval,I1,4049,0.9782618114189441,0.9489984470857974,-0.0422181106031577
gbdt_squadval,D1,3240,0.9954451673614271,0.9773803704230544,-0.026061992957656436
gbdt_squadval,E1,5889,1.0550599667007596,1.0342504830491948,-0.030021738867572603
gbdt_squadval,P1,3292,0.9425169158160179,0.9208667658595461,-0.031234563976704353
gbdt_squadval,F1,3704,1.0056348570912825,0.9835385565305974,-0.03187822324089245
gbdt_squadval,B1,2939,1.0124153517596204,0.9899622261916438,-0.03239301290937707
gbdt_squadval,T1,3541,1.003288844482511,0.9803035456083226,-0.03316077669914232
gbdt_squadval,E0,4050,0.9799896597367711,0.9558022221047454,-0.034895096323534554
gbdt_squadval,N1,3190,0.9658570826065324,0.9369935245809922,-0.04164131202585768
gbdt_squadval,I1,4049,0.9799567918295221,0.9489984470857974,-0.044663450435902564
gbdt_squadval,SP1,4071,0.9990798843625395,0.9634577772063442,-0.051391837340258206
gbdt_squadval,SC0,2357,0.9921060408078787,0.9456477242465389,-0.06702518291109454
